"sample"	"distance"	"reads"	"reg"	"fraction"	"fraction2"	"dataset"
"sup45_ts_25C"	23	164	"Distance from stop (nt)"	8.91585439518187e-06	0.000145668623422626	"sup45_25"
"sup45_ts_25C"	24	159	"Distance from stop (nt)"	8.64402956606047e-06	0.000141227506854863	"sup45_25"
"sup45_ts_25C"	25	551	"Distance from stop (nt)"	2.99550961691781e-05	0.000489411045767483	"sup45_25"
"sup45_ts_25C"	26	135	"Distance from stop (nt)"	7.33927038627776e-06	0.000119910147329601	"sup45_25"
"sup45_ts_25C"	27	105	"Distance from stop (nt)"	5.70832141154937e-06	9.3263447923023e-05	"sup45_25"
"sup45_ts_25C"	28	83	"Distance from stop (nt)"	4.51229216341522e-06	7.37225350248658e-05	"sup45_25"
"sup45_ts_25C"	29	73	"Distance from stop (nt)"	3.96864250517242e-06	6.48403018893398e-05	"sup45_25"
"sup45_ts_25C"	30	94	"Distance from stop (nt)"	5.11030678748229e-06	8.34929914739444e-05	"sup45_25"
"sup45_ts_25C"	31	59	"Distance from stop (nt)"	3.2075329836325e-06	5.24051754996034e-05	"sup45_25"
"sup45_ts_25C"	32	62	"Distance from stop (nt)"	3.37062788110534e-06	5.50698454402612e-05	"sup45_25"
"sup45_ts_25C"	33	52	"Distance from stop (nt)"	2.82697822286254e-06	4.61876123047352e-05	"sup45_25"
"sup45_ts_25C"	34	38	"Distance from stop (nt)"	2.06586870132263e-06	3.37524859149988e-05	"sup45_25"
"sup45_ts_25C"	35	68	"Distance from stop (nt)"	3.69681767605102e-06	6.03991853215768e-05	"sup45_25"
"sup45_ts_25C"	36	63	"Distance from stop (nt)"	3.42499284692962e-06	5.59580687538138e-05	"sup45_25"
"sup45_ts_25C"	37	66	"Distance from stop (nt)"	3.58808774440246e-06	5.86227386944716e-05	"sup45_25"
"sup45_ts_25C"	38	67	"Distance from stop (nt)"	3.64245271022674e-06	5.95109620080242e-05	"sup45_25"
"sup45_ts_25C"	39	68	"Distance from stop (nt)"	3.69681767605102e-06	6.03991853215768e-05	"sup45_25"
"sup45_ts_25C"	40	44	"Distance from stop (nt)"	2.39205849626831e-06	3.90818257963144e-05	"sup45_25"
"sup45_ts_25C"	41	33	"Distance from stop (nt)"	1.79404387220123e-06	2.93113693472358e-05	"sup45_25"
"sup45_ts_25C"	42	47	"Distance from stop (nt)"	2.55515339374115e-06	4.17464957369722e-05	"sup45_25"
"sup45_ts_25C"	43	44	"Distance from stop (nt)"	2.39205849626831e-06	3.90818257963144e-05	"sup45_25"
"sup45_ts_25C"	44	118	"Distance from stop (nt)"	6.41506596726501e-06	0.000104810350999207	"sup45_25"
"sup45_ts_25C"	45	96	"Distance from stop (nt)"	5.21903671913085e-06	8.52694381010496e-05	"sup45_25"
"sup45_ts_25C"	46	77	"Distance from stop (nt)"	4.18610236846954e-06	6.83931951435502e-05	"sup45_25"
"sup45_ts_25C"	47	98	"Distance from stop (nt)"	5.32776665077941e-06	8.70458847281548e-05	"sup45_25"
"sup45_ts_25C"	48	47	"Distance from stop (nt)"	2.55515339374115e-06	4.17464957369722e-05	"sup45_25"
"sup45_ts_25C"	49	33	"Distance from stop (nt)"	1.79404387220123e-06	2.93113693472358e-05	"sup45_25"
"sup45_ts_25C"	50	50	"Distance from stop (nt)"	2.71824829121399e-06	4.441116567763e-05	"sup45_25"
"sup45_ts_25C"	51	55	"Distance from stop (nt)"	2.99007312033538e-06	4.8852282245393e-05	"sup45_25"
"sup45_ts_25C"	52	43	"Distance from stop (nt)"	2.33769353044403e-06	3.81936024827618e-05	"sup45_25"
"sup45_ts_25C"	53	52	"Distance from stop (nt)"	2.82697822286254e-06	4.61876123047352e-05	"sup45_25"
"sup45_ts_25C"	54	48	"Distance from stop (nt)"	2.60951835956543e-06	4.26347190505248e-05	"sup45_25"
"sup45_ts_25C"	55	51	"Distance from stop (nt)"	2.77261325703827e-06	4.52993889911826e-05	"sup45_25"
"sup45_ts_25C"	56	46	"Distance from stop (nt)"	2.50078842791687e-06	4.08582724234196e-05	"sup45_25"
"sup45_ts_25C"	57	44	"Distance from stop (nt)"	2.39205849626831e-06	3.90818257963144e-05	"sup45_25"
"sup45_ts_25C"	58	38	"Distance from stop (nt)"	2.06586870132263e-06	3.37524859149988e-05	"sup45_25"
"sup45_ts_25C"	59	21	"Distance from stop (nt)"	1.14166428230987e-06	1.86526895846046e-05	"sup45_25"
"sup45_ts_25C"	60	33	"Distance from stop (nt)"	1.79404387220123e-06	2.93113693472358e-05	"sup45_25"
"sup45_ts_25C"	61	27	"Distance from stop (nt)"	1.46785407725555e-06	2.39820294659202e-05	"sup45_25"
"sup45_ts_25C"	62	24	"Distance from stop (nt)"	1.30475917978271e-06	2.13173595252624e-05	"sup45_25"
"sup45_ts_25C"	63	25	"Distance from stop (nt)"	1.35912414560699e-06	2.2205582838815e-05	"sup45_25"
"sup45_ts_25C"	64	25	"Distance from stop (nt)"	1.35912414560699e-06	2.2205582838815e-05	"sup45_25"
"sup45_ts_25C"	65	47	"Distance from stop (nt)"	2.55515339374115e-06	4.17464957369722e-05	"sup45_25"
"sup45_ts_25C"	66	60	"Distance from stop (nt)"	3.26189794945678e-06	5.3293398813156e-05	"sup45_25"
"sup45_ts_25C"	67	38	"Distance from stop (nt)"	2.06586870132263e-06	3.37524859149988e-05	"sup45_25"
"sup45_ts_25C"	68	66	"Distance from stop (nt)"	3.58808774440246e-06	5.86227386944716e-05	"sup45_25"
"sup45_ts_25C"	69	52	"Distance from stop (nt)"	2.82697822286254e-06	4.61876123047352e-05	"sup45_25"
"sup45_ts_25C"	70	15	"Distance from stop (nt)"	8.15474487364196e-07	1.3323349703289e-05	"sup45_25"
"sup45_ts_25C"	71	33	"Distance from stop (nt)"	1.79404387220123e-06	2.93113693472358e-05	"sup45_25"
"sup45_ts_25C"	72	33	"Distance from stop (nt)"	1.79404387220123e-06	2.93113693472358e-05	"sup45_25"
"sup45_ts_25C"	73	26	"Distance from stop (nt)"	1.41348911143127e-06	2.30938061523676e-05	"sup45_25"
"sup45_ts_25C"	74	33	"Distance from stop (nt)"	1.79404387220123e-06	2.93113693472358e-05	"sup45_25"
"sup45_ts_25C"	75	30	"Distance from stop (nt)"	1.63094897472839e-06	2.6646699406578e-05	"sup45_25"
"sup45_ts_25C"	76	22	"Distance from stop (nt)"	1.19602924813415e-06	1.95409128981572e-05	"sup45_25"
"sup45_ts_25C"	77	37	"Distance from stop (nt)"	2.01150373549835e-06	3.28642626014462e-05	"sup45_25"
"sup45_ts_25C"	78	36	"Distance from stop (nt)"	1.95713876967407e-06	3.19760392878936e-05	"sup45_25"
"sup45_ts_25C"	79	27	"Distance from stop (nt)"	1.46785407725555e-06	2.39820294659202e-05	"sup45_25"
"sup45_ts_25C"	80	45	"Distance from stop (nt)"	2.44642346209259e-06	3.9970049109867e-05	"sup45_25"
"sup45_ts_37C"	-20	2645	"Distance from start (nt)"	0.00028914008427149	0.000794359417453743	"sup45_37"
"sup45_ts_37C"	-19	1701	"Distance from start (nt)"	0.000185946042852856	0.000510852691526963	"sup45_37"
"sup45_ts_37C"	-18	2469	"Distance from start (nt)"	0.000269900517227338	0.000741502231264004	"sup45_37"
"sup45_ts_37C"	-17	4665	"Distance from start (nt)"	0.000509957842391872	0.00140101575894961	"sup45_37"
"sup45_ts_37C"	-16	1983	"Distance from start (nt)"	0.000216773076412236	0.000595544319399158	"sup45_37"
"sup45_ts_37C"	-15	1759	"Distance from start (nt)"	0.000192286354719679	0.000528271536975854	"sup45_37"
"sup45_ts_37C"	-14	2098	"Distance from start (nt)"	0.00022934438442404	0.000630081685375408	"sup45_37"
"sup45_ts_37C"	-13	5341	"Distance from start (nt)"	0.00058385527035691	0.00160403540590565	"sup45_37"
"sup45_ts_37C"	-12	2906	"Distance from start (nt)"	0.000317671487672193	0.000872744221973753	"sup45_37"
"sup45_ts_37C"	-11	2246	"Distance from start (nt)"	0.000245523111256622	0.000674529773762233	"sup45_37"
"sup45_ts_37C"	-10	2018	"Distance from start (nt)"	0.000220599126676698	0.000606055691652799	"sup45_37"
"sup45_ts_37C"	-9	4088	"Distance from start (nt)"	0.000446882670889169	0.00122772827922529	"sup45_37"
"sup45_ts_37C"	-8	3174	"Distance from start (nt)"	0.000346968101125788	0.000953231300944492	"sup45_37"
"sup45_ts_37C"	-7	2746	"Distance from start (nt)"	0.000300180972177509	0.000824692234528536	"sup45_37"
"sup45_ts_37C"	-6	2441	"Distance from start (nt)"	0.000266839677015768	0.000733093133461092	"sup45_37"
"sup45_ts_37C"	-5	3040	"Distance from start (nt)"	0.00033231979439899	0.000912987761459123	"sup45_37"
"sup45_ts_37C"	-4	1076	"Distance from start (nt)"	0.000117623716701748	0.000323149615569084	"sup45_37"
"sup45_ts_37C"	-3	4908	"Distance from start (nt)"	0.000536521562799423	0.00147399471488203	"sup45_37"
"sup45_ts_37C"	-2	23340	"Distance from start (nt)"	0.00255142894778699	0.00700958366857103	"sup45_37"
"sup45_ts_37C"	-1	121501	"Distance from start (nt)"	0.0132819695194973	0.0364897782911332	"sup45_37"
"sup45_ts_37C"	0	258635	"Distance from start (nt)"	0.028272871718547	0.0776745360805856	"sup45_37"
"sup45_ts_37C"	1	72950	"Distance from start (nt)"	0.00797458190835735	0.0219087030258036	"sup45_37"
"sup45_ts_37C"	2	17544	"Distance from start (nt)"	0.00191783502399207	0.00526890042336804	"sup45_37"
"sup45_ts_37C"	3	11922	"Distance from start (nt)"	0.00130326203579762	0.00358047371451173	"sup45_37"
"sup45_ts_37C"	4	4665	"Distance from start (nt)"	0.000509957842391872	0.00140101575894961	"sup45_37"
"sup45_ts_37C"	5	3519	"Distance from start (nt)"	0.0003846820251612	0.00105684339887324	"sup45_37"
"sup45_ts_37C"	6	4386	"Distance from start (nt)"	0.000479458755998017	0.00131722510584201	"sup45_37"
"sup45_ts_37C"	7	10625	"Distance from start (nt)"	0.00116147954456884	0.00319095229128394	"sup45_37"
"sup45_ts_37C"	8	14865	"Distance from start (nt)"	0.00162497820517796	0.00446432995858219	"sup45_37"
"sup45_ts_37C"	9	16462	"Distance from start (nt)"	0.00179955541295927	0.00494394885826976	"sup45_37"
"sup45_ts_37C"	10	11618	"Distance from start (nt)"	0.00127003005635772	0.00348917493836582	"sup45_37"
"sup45_ts_37C"	11	14320	"Distance from start (nt)"	0.00156540113677419	0.00430065287634692	"sup45_37"
"sup45_ts_37C"	12	4469	"Distance from start (nt)"	0.000488531960910884	0.00134215207432922	"sup45_37"
"sup45_ts_37C"	13	4893	"Distance from start (nt)"	0.000534881826971796	0.00146948984105904	"sup45_37"
"sup45_ts_37C"	14	3067	"Distance from start (nt)"	0.000335271318888718	0.000921096534340503	"sup45_37"
"sup45_ts_37C"	15	2186	"Distance from start (nt)"	0.000238964167946116	0.000656510278470277	"sup45_37"
"sup45_ts_37C"	16	3328	"Distance from start (nt)"	0.000363802722289421	0.000999481338860513	"sup45_37"
"sup45_ts_37C"	17	4049	"Distance from start (nt)"	0.000442619357737339	0.00121601560728552	"sup45_37"
"sup45_ts_37C"	18	2980	"Distance from start (nt)"	0.000325760851088484	0.000894968266167166	"sup45_37"
"sup45_ts_37C"	19	5992	"Distance from start (nt)"	0.000655019805275905	0.00179954692982338	"sup45_37"
"sup45_ts_37C"	20	3178	"Distance from start (nt)"	0.000347405364013155	0.000954432600630622	"sup45_37"
"sup45_ts_37C"	21	3653	"Distance from start (nt)"	0.000399330331887997	0.00109708693835861	"sup45_37"
"sup45_ts_37C"	22	6324	"Distance from start (nt)"	0.000691312624927373	0.0018992548037722	"sup45_37"
"sup45_ts_37C"	23	3542	"Distance from start (nt)"	0.00038719628676356	0.00106375087206849	"sup45_37"
"sup45_ts_37C"	24	2954	"Distance from start (nt)"	0.000322918642320598	0.000887159818207319	"sup45_37"
"sup45_ts_37C"	25	3253	"Distance from start (nt)"	0.000355604043151288	0.000976956969745568	"sup45_37"
"sup45_ts_37C"	26	4752	"Distance from start (nt)"	0.000519468310192106	0.00142714402712294	"sup45_37"
"sup45_ts_37C"	27	4264	"Distance from start (nt)"	0.000466122237933321	0.00128058546541503	"sup45_37"
"sup45_ts_37C"	28	5274	"Distance from start (nt)"	0.000576531116993512	0.00158391363616296	"sup45_37"
"sup45_ts_37C"	29	3455	"Distance from start (nt)"	0.000377685818963326	0.00103762260389515	"sup45_37"
"sup45_ts_37C"	30	3730	"Distance from start (nt)"	0.000407747642469814	0.00112021195731662	"sup45_37"
"sup45_ts_37C"	31	4608	"Distance from start (nt)"	0.000503726846246891	0.00138389723842225	"sup45_37"
"sup45_ts_37C"	32	2830	"Distance from start (nt)"	0.000309363492812218	0.000849919527937275	"sup45_37"
"sup45_ts_37C"	33	3531	"Distance from start (nt)"	0.000385993813823301	0.00106044729793163	"sup45_37"
"sup45_ts_37C"	34	2629	"Distance from start (nt)"	0.000287391032722022	0.000789554218709222	"sup45_37"
"sup45_ts_37C"	35	2127	"Distance from start (nt)"	0.000232514540357451	0.000638791108099853	"sup45_37"
"sup45_ts_37C"	36	3771	"Distance from start (nt)"	0.000412229587065327	0.00113252527909946	"sup45_37"
"sup45_ts_37C"	37	4071	"Distance from start (nt)"	0.000445024303617858	0.00122262275555924	"sup45_37"
"sup45_ts_37C"	38	3229	"Distance from start (nt)"	0.000352980465827085	0.000969749171628785	"sup45_37"
"sup45_ts_37C"	39	3809	"Distance from start (nt)"	0.000416383584495314	0.0011439376261177	"sup45_37"
"sup45_ts_37C"	40	3401	"Distance from start (nt)"	0.00037178276998387	0.00102140505813239	"sup45_37"
"sup45_ts_37C"	-40	6409	"Distance from stop (nt)"	0.000700604461283924	0.00192478242210247	"sup45_37"
"sup45_ts_37C"	-39	7729	"Distance from stop (nt)"	0.000844901214115065	0.00232121131852551	"sup45_37"
"sup45_ts_37C"	-38	18931	"Distance from stop (nt)"	0.00206945593018661	0.00568545108953377	"sup45_37"
"sup45_ts_37C"	-37	7240	"Distance from stop (nt)"	0.000791445826134438	0.00217435243189607	"sup45_37"
"sup45_ts_37C"	-36	8648	"Distance from stop (nt)"	0.000945362362487654	0.00259720992141398	"sup45_37"
"sup45_ts_37C"	-35	22046	"Distance from stop (nt)"	0.00240997440372373	0.00662096322010783	"sup45_37"
"sup45_ts_37C"	-34	17521	"Distance from stop (nt)"	0.00191532076238971	0.00526199295017279	"sup45_37"
"sup45_ts_37C"	-33	58221	"Distance from stop (nt)"	0.00636447064134987	0.0174852172565499	"sup45_37"
"sup45_ts_37C"	-32	146516	"Distance from stop (nt)"	0.0160165023013692	0.0440024062032713	"sup45_37"
"sup45_ts_37C"	-31	59668	"Distance from stop (nt)"	0.00652265049085492	0.0179197874180075	"sup45_37"
"sup45_ts_37C"	-30	45495	"Distance from stop (nt)"	0.00497331876519147	0.0136632823051259	"sup45_37"
"sup45_ts_37C"	-29	111189	"Distance from stop (nt)"	0.0121547057958649	0.0333928277002889	"sup45_37"
"sup45_ts_37C"	-28	30795	"Distance from stop (nt)"	0.0033663776541174	0.00924850595859661	"sup45_37"
"sup45_ts_37C"	-27	19843	"Distance from stop (nt)"	0.0021691518685063	0.0059593474179715	"sup45_37"
"sup45_ts_37C"	-26	38264	"Distance from stop (nt)"	0.00418285678055361	0.0114916327975236	"sup45_37"
"sup45_ts_37C"	-25	13015	"Distance from stop (nt)"	0.00142274411977068	0.00390872885374687	"sup45_37"
"sup45_ts_37C"	-24	13415	"Distance from stop (nt)"	0.00146647040850739	0.00402885882235991	"sup45_37"
"sup45_ts_37C"	-23	23694	"Distance from stop (nt)"	0.00259012671331897	0.00711589869079357	"sup45_37"
"sup45_ts_37C"	-22	15170	"Distance from stop (nt)"	0.0016583195003397	0.00455592905964964	"sup45_37"
"sup45_ts_37C"	-21	14137	"Distance from stop (nt)"	0.00154539635967715	0.00424569341570645	"sup45_37"
"sup45_ts_37C"	-20	18737	"Distance from stop (nt)"	0.0020482486801493	0.00562718805475644	"sup45_37"
"sup45_ts_37C"	-19	10238	"Distance from stop (nt)"	0.00111917436021607	0.00307472654665082	"sup45_37"
"sup45_ts_37C"	-18	11659	"Distance from stop (nt)"	0.00127451200095323	0.00350148826014865	"sup45_37"
"sup45_ts_37C"	-17	20153	"Distance from stop (nt)"	0.00220303974227725	0.00605244814364661	"sup45_37"
"sup45_ts_37C"	-16	10594	"Distance from stop (nt)"	0.00115809075719174	0.00318164221871643	"sup45_37"
"sup45_ts_37C"	-15	8345	"Distance from stop (nt)"	0.000912239698769597	0.0025062114701896	"sup45_37"
"sup45_ts_37C"	-14	14205	"Distance from stop (nt)"	0.00155282982876239	0.00426611551037067	"sup45_37"
"sup45_ts_37C"	-13	7765	"Distance from stop (nt)"	0.000848836580101368	0.00233202301570069	"sup45_37"
"sup45_ts_37C"	-12	10851	"Distance from stop (nt)"	0.00118618489770508	0.00325882572355031	"sup45_37"
"sup45_ts_37C"	-11	21497	"Distance from stop (nt)"	0.0023499600724326	0.00645608483818643	"sup45_37"
"sup45_ts_37C"	-10	14202	"Distance from stop (nt)"	0.00155250188159686	0.00426521453560607	"sup45_37"
"sup45_ts_37C"	-9	25417	"Distance from stop (nt)"	0.00277847770205235	0.00763335853059425	"sup45_37"
"sup45_ts_37C"	-8	15846	"Distance from stop (nt)"	0.00173221692830474	0.00475894870660568	"sup45_37"
"sup45_ts_37C"	-7	9599	"Distance from stop (nt)"	0.00104932161395918	0.00288281892179149	"sup45_37"
"sup45_ts_37C"	-6	9365	"Distance from stop (nt)"	0.00102374173504821	0.00281254289015286	"sup45_37"
"sup45_ts_37C"	-5	13989	"Distance from stop (nt)"	0.00152921763284456	0.00420124532731963	"sup45_37"
"sup45_ts_37C"	-4	10702	"Distance from stop (nt)"	0.00116989685515066	0.00321407731024195	"sup45_37"
"sup45_ts_37C"	-3	229813	"Distance from stop (nt)"	0.0251221739836234	0.0690185711921728	"sup45_37"
"sup45_ts_37C"	-2	639975	"Distance from stop (nt)"	0.0699593290856888	0.19220044165783	"sup45_37"
"sup45_ts_37C"	-1	54975	"Distance from stop (nt)"	0.00600963180825148	0.016510362561255	"sup45_37"
"sup45_ts_37C"	0	11739	"Distance from stop (nt)"	0.00128325725870057	0.00352551425387126	"sup45_37"
"sup45_ts_37C"	1	13472	"Distance from stop (nt)"	0.00147270140465237	0.00404597734288727	"sup45_37"
"sup45_ts_37C"	2	11992	"Distance from stop (nt)"	0.00131091413632654	0.00360149645901901	"sup45_37"
"sup45_ts_37C"	3	12989	"Distance from stop (nt)"	0.00141990191100279	0.00390092040578702	"sup45_37"
"sup45_ts_37C"	4	16324	"Distance from stop (nt)"	0.0017844698433451	0.00490250401909826	"sup45_37"
"sup45_ts_37C"	5	12284	"Distance from stop (nt)"	0.00134283432710434	0.00368919133610653	"sup45_37"
"sup45_ts_37C"	6	14302	"Distance from stop (nt)"	0.00156343345378104	0.00429524702775933	"sup45_37"
"sup45_ts_37C"	7	15366	"Distance from stop (nt)"	0.00167974538182069	0.00461479274427003	"sup45_37"
"sup45_ts_37C"	8	10322	"Distance from stop (nt)"	0.00112835688085078	0.00309995384005956	"sup45_37"
"sup45_ts_37C"	9	10499	"Distance from stop (nt)"	0.00114770576361678	0.00315311135117083	"sup45_37"
"sup45_ts_37C"	10	9510	"Distance from stop (nt)"	0.00103959251471526	0.00285609000377508	"sup45_37"
"sup45_ts_37C"	11	7405	"Distance from stop (nt)"	0.00080948292023833	0.00222390604394895	"sup45_37"
"sup45_ts_37C"	12	9087	"Distance from stop (nt)"	0.000993351964376193	0.00272905256196679	"sup45_37"
"sup45_ts_37C"	13	11948	"Distance from stop (nt)"	0.00130610424456551	0.00358828216247158	"sup45_37"
"sup45_ts_37C"	14	9150	"Distance from stop (nt)"	0.00100023885485222	0.00274797303202335	"sup45_37"
"sup45_ts_37C"	15	9902	"Distance from stop (nt)"	0.00108244427767724	0.00297381737301587	"sup45_37"
"sup45_ts_37C"	16	11920	"Distance from stop (nt)"	0.00130304340435394	0.00357987306466866	"sup45_37"
"sup45_ts_37C"	17	7030	"Distance from stop (nt)"	0.000768489524547665	0.00211128419837422	"sup45_37"
"sup45_ts_37C"	18	7539	"Distance from stop (nt)"	0.000824131226965128	0.00226414958343432	"sup45_37"
"sup45_ts_37C"	19	12813	"Distance from stop (nt)"	0.00140066234395864	0.00384806321959728	"sup45_37"
"sup45_ts_37C"	20	7280	"Distance from stop (nt)"	0.000795818455008108	0.00218636542875737	"sup45_37"
"sup45_ts_37C"	21	5278	"Distance from stop (nt)"	0.000576968379880879	0.0015851149358491	"sup45_37"
"sup45_ts_37C"	22	6940	"Distance from stop (nt)"	0.000758651109581906	0.00208425495543629	"sup45_37"
"sup45_ts_37C"	23	5162	"Distance from stop (nt)"	0.000564287756147233	0.00155027724495131	"sup45_37"
"sup45_ts_37C"	24	5902	"Distance from stop (nt)"	0.000645181390310145	0.00177251768688544	"sup45_37"
"sup45_ts_37C"	25	9547	"Distance from stop (nt)"	0.00104363719642341	0.00286720202587179	"sup45_37"
"sup45_ts_37C"	26	6953	"Distance from stop (nt)"	0.000760072213965849	0.00208815917941621	"sup45_37"
"sup45_ts_37C"	27	9887	"Distance from stop (nt)"	0.00108080454184961	0.00296931249919288	"sup45_37"
"sup45_ts_37C"	28	9107	"Distance from stop (nt)"	0.000995538278813028	0.00273505906039744	"sup45_37"
"sup45_ts_37C"	29	12908	"Distance from stop (nt)"	0.00141104733753361	0.00387659408714288	"sup45_37"
"sup45_ts_37C"	30	11589	"Distance from stop (nt)"	0.00126685990042431	0.00348046551564137	"sup45_37"
"sup45_ts_37C"	31	9194	"Distance from stop (nt)"	0.00100504874661326	0.00276118732857078	"sup45_37"
"sup45_ts_37C"	32	8697	"Distance from stop (nt)"	0.000950718832857901	0.00261192584256908	"sup45_37"
"sup45_ts_37C"	33	8136	"Distance from stop (nt)"	0.000889392712904666	0.00244344356158928	"sup45_37"
"sup45_ts_37C"	34	11271	"Distance from stop (nt)"	0.00123209750087863	0.003384962190594	"sup45_37"
"sup45_ts_37C"	35	11317	"Distance from stop (nt)"	0.00123712602408335	0.0033987771369845	"sup45_37"
"sup45_ts_37C"	36	7291	"Distance from stop (nt)"	0.000797020927948368	0.00218966900289423	"sup45_37"
"sup45_ts_37C"	37	13235	"Distance from stop (nt)"	0.00144679357857587	0.00397480033648404	"sup45_37"
"sup45_ts_37C"	38	11481	"Distance from stop (nt)"	0.0012550538024654	0.00344803042411585	"sup45_37"
"sup45_ts_37C"	39	6520	"Distance from stop (nt)"	0.000712738506408361	0.00195811848839259	"sup45_37"
"sup45_ts_37C"	40	7361	"Distance from stop (nt)"	0.000804673028477292	0.00221069174740151	"sup45_37"
"sup45_ts_37C"	41	10100	"Distance from stop (nt)"	0.00110408879060191	0.00303328170747932	"sup45_37"
"sup45_ts_37C"	42	10495	"Distance from stop (nt)"	0.00114726850072941	0.0031519100514847	"sup45_37"
"sup45_ts_37C"	43	8690	"Distance from stop (nt)"	0.000949953622805009	0.00260982356811835	"sup45_37"
"sup45_ts_37C"	44	9379	"Distance from stop (nt)"	0.00102527215515399	0.00281674743905431	"sup45_37"
"sup45_ts_37C"	45	6492	"Distance from stop (nt)"	0.000709677666196791	0.00194970939058968	"sup45_37"
"sup45_ts_37C"	46	8696	"Distance from stop (nt)"	0.000950609517136059	0.00261162551764754	"sup45_37"
"sup45_ts_37C"	47	11593	"Distance from stop (nt)"	0.00126729716331168	0.0034816668153275	"sup45_37"
"sup45_ts_37C"	48	8583	"Distance from stop (nt)"	0.000938256840567939	0.00257768880151436	"sup45_37"
"sup45_ts_37C"	49	12448	"Distance from stop (nt)"	0.00136076210548639	0.00373844462323788	"sup45_37"
"sup45_ts_37C"	50	12554	"Distance from stop (nt)"	0.00137234957200162	0.00377027906492034	"sup45_37"
"sup45_ts_37C"	51	9230	"Distance from stop (nt)"	0.00100898411259957	0.00277199902574595	"sup45_37"
"sup45_ts_37C"	52	7385	"Distance from stop (nt)"	0.000807296605801495	0.0022178995455183	"sup45_37"
"sup45_ts_37C"	53	8868	"Distance from stop (nt)"	0.000969411821292844	0.00266328140415115	"sup45_37"
"sup45_ts_37C"	54	8616	"Distance from stop (nt)"	0.000941864259388717	0.00258759952392493	"sup45_37"
"sup45_ts_37C"	55	9631	"Distance from stop (nt)"	0.00105281971705812	0.00289242931928053	"sup45_37"
"sup45_ts_37C"	56	9258	"Distance from stop (nt)"	0.00101204495281114	0.00278040812354887	"sup45_37"
"sup45_ts_37C"	57	7627	"Distance from stop (nt)"	0.000833751010487204	0.00229057817652919	"sup45_37"
"sup45_ts_37C"	58	9934	"Distance from stop (nt)"	0.00108594238077617	0.00298342777050491	"sup45_37"
"sup45_ts_37C"	59	13896	"Distance from stop (nt)"	0.00151905127071328	0.00417331510961709	"sup45_37"
"sup45_ts_37C"	60	7802	"Distance from stop (nt)"	0.000852881261809514	0.00234313503779739	"sup45_37"
"sup45_ts_37C"	61	8112	"Distance from stop (nt)"	0.000886769135580464	0.0024362357634725	"sup45_37"
"sup45_ts_37C"	62	9236	"Distance from stop (nt)"	0.00100964000693062	0.00277380097527515	"sup45_37"
"sup45_ts_37C"	63	7525	"Distance from stop (nt)"	0.000822600806859343	0.00225994503453286	"sup45_37"
"sup45_ts_37C"	64	9457	"Distance from stop (nt)"	0.00103379878145765	0.00284017278293386	"sup45_37"
"sup45_ts_37C"	65	9160	"Distance from stop (nt)"	0.00100133201207064	0.00275097628123867	"sup45_37"
"sup45_ts_37C"	66	8097	"Distance from stop (nt)"	0.000885129399752837	0.00243173088964951	"sup45_37"
"sup45_ts_37C"	67	6568	"Distance from stop (nt)"	0.000717985661056766	0.00197253408462616	"sup45_37"
"sup45_ts_37C"	68	5754	"Distance from stop (nt)"	0.000629002663477563	0.00172806959849862	"sup45_37"
"sup45_ts_37C"	69	8038	"Distance from stop (nt)"	0.000878679772164172	0.00241401171927909	"sup45_37"
"sup45_ts_37C"	70	7516	"Distance from stop (nt)"	0.000821616965362767	0.00225724211023907	"sup45_37"
"sup45_ts_37C"	71	6515	"Distance from stop (nt)"	0.000712191927799152	0.00195661686378493	"sup45_37"
"sup45_ts_37C"	72	4848	"Distance from stop (nt)"	0.000529962619488916	0.00145597521959007	"sup45_37"
"sup45_ts_37C"	73	6857	"Distance from stop (nt)"	0.000749577904669038	0.00205932798694908	"sup45_37"
"sup45_ts_37C"	74	6563	"Distance from stop (nt)"	0.000717439082447557	0.00197103246001849	"sup45_37"
"sup45_ts_37C"	75	6216	"Distance from stop (nt)"	0.000679506526968462	0.00186681971224668	"sup45_37"
"sup45_ts_37C"	76	9643	"Distance from stop (nt)"	0.00105413150572022	0.00289603321833892	"sup45_37"
"sup45_ts_37C"	77	5218	"Distance from stop (nt)"	0.000570409436570372	0.00156709544055714	"sup45_37"
"sup45_ts_37C"	78	4588	"Distance from stop (nt)"	0.000501540531810055	0.0013778907399916	"sup45_37"
"sup45_ts_37C"	79	7575	"Distance from stop (nt)"	0.000828066592951432	0.00227496128060949	"sup45_37"
"sup45_ts_37C"	80	7437	"Distance from stop (nt)"	0.000812981023337267	0.00223351644143799	"sup45_37"
"sup45_wt"	-20	407	"Distance from start (nt)"	1.26847572290182e-05	0.00016431949523635	"sup45_d"
"sup45_wt"	-19	1560	"Distance from start (nt)"	4.86197082979568e-05	0.000629824109505418	"sup45_d"
"sup45_wt"	-18	241	"Distance from start (nt)"	7.51112160244076e-06	9.72997502505166e-05	"sup45_d"
"sup45_wt"	-17	256	"Distance from start (nt)"	7.97861879761342e-06	0.000103355751303453	"sup45_d"
"sup45_wt"	-16	1001	"Distance from start (nt)"	3.11976461578556e-05	0.000404137136932644	"sup45_d"
"sup45_wt"	-15	140	"Distance from start (nt)"	4.36330715494484e-06	5.6522676494076e-05	"sup45_d"
